SEX,INSR_TYPE,INSURED_VALUE,PREMIUM,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID,DURATION,CLAIM_PAID_LOG
0,1202,1300000.0,15337.55,2010.0,4.0,6.0,Pick-up,2494.0,TOYOTA,Own Goods,16100.0,364,9.686636660844938
0,1202,837795.68,10126.84,2010.0,4.0,6.0,Pick-up,2494.0,TOYOTA,Own Goods,104041.6,365,11.552555709638646
0,1202,837795.68,10126.84,2010.0,4.0,6.0,Pick-up,2494.0,TOYOTA,Own Goods,6000.0,364,8.699681400989514
0,1202,837795.68,10126.84,2010.0,4.0,6.0,Pick-up,2464.0,TOYOTA,Own Goods,58630.0,364,10.979018845927424
0,1202,1300000.0,15337.55,2010.0,4.0,6.0,Pick-up,2464.0,TOYOTA,Own Goods,47500.0,364,10.768506042432708
0,1202,837795.68,10126.84,2010.0,4.0,6.0,Pick-up,2464.0,TOYOTA,Own Goods,5060.0,365,8.529319371214077
0,1202,837795.68,10126.84,2010.0,4.0,6.0,Pick-up,2464.0,TOYOTA,Own Goods,3525.0,364,8.167919362957816
0,1202,837795.68,10126.84,2010.0,5.0,6.0,Pick-up,2494.0,TOYOTA,Own Goods,19090.0,364,9.856972298794659
0,1202,1300000.0,14463.15,2010.0,4.0,6.0,Pick-up,2464.0,TOYOTA,Own Goods,13800.0,364,9.53249633228804
0,1202,1300000.0,15315.55,2010.0,4.0,6.0,Pick-up,2464.0,TOYOTA,Own Goods,18400.0,364,9.820160289946374
0,1202,804569.2,10995.74,2009.0,1.0,97.0,Truck,5900.0,IVECO,Own Goods,43856.31,364,10.688696688581677
0,1202,400000.0,5234.15,2000.0,2.0,10.0,Pick-up,4164.0,TOYOTA,Own Goods,84216.24,364,11.3411549298657
0,1202,400000.0,5234.15,2000.0,2.0,10.0,Pick-up,4164.0,TOYOTA,Own Goods,16330.0,364,9.700820421076743
0,1201,420000.0,5426.21,2000.0,10.0,0.0,Automobile,4164.0,TOYOTA,Private,50654.91,364,10.832811185989332
0,1201,300000.0,4216.05,2002.0,5.0,0.0,Automobile,4164.0,TOYOTA,Private,135598.8,365,11.817463179561091
0,1201,300000.0,4216.05,2002.0,5.0,0.0,Automobile,4164.0,TOYOTA,Private,8625.0,364,9.062536177207788
0,1202,300000.0,4460.25,2007.0,4.0,0.0,Bus,2500.0,HYUNDAI,Own service,8625.0,365,9.062536177207788
0,1202,300000.0,4834.05,2007.0,4.0,0.0,Bus,2500.0,HYUNDAI,Own service,134416.04,364,11.808702484748842
0,1201,1254621.28,12233.72,2005.0,9.0,0.0,Station Wagones,4164.0,TOYOTA,Private,17129.0,364,9.748586591318166
0,1202,809900.0,6493.39,2010.0,1.0,10.0,Pick-up,4164.0,TOYOTA,Own Goods,111922.5,365,11.625570881187777
0,1202,640000.0,6106.7,2010.0,4.0,5.0,Pick-up,2771.0,TOYOTA,Own Goods,10500.0,364,9.259225769705994
0,1202,640000.0,4497.92,2010.0,4.0,5.0,Pick-up,2771.0,TOYOTA,Own Goods,7000.0,365,8.853808274977197
0,1201,380000.0,4474.18,2011.0,4.0,0.0,Automobile,1600.0,LIFAN,Private,78362.5,364,11.269113536706735
0,1201,380000.0,3972.17,2011.0,4.0,0.0,Automobile,1600.0,LIFAN,Private,6399.75,365,8.764170449981844
2,1202,1368500.0,16231.7,2006.0,1.0,155.2,Truck,13798.0,FIAT,General Cartage,67250.0,364,11.116187167242005
1,1202,2592457.65,41341.69,2010.0,1.0,180.0,Truck,12880.0,IVECO,General Cartage,624.0,364,6.437751649736401
0,1202,1191987.37,9474.22,2010.0,4.0,6.0,Pick-up,2494.0,TOYOTA,Own Goods,4000.0,364,8.294299608857235
0,1202,1600000.0,47175.56,2007.0,2.0,386.0,Truck,12880.0,IVECO,General Cartage,13800.0,364,9.53249633228804
0,1202,1600000.0,36471.4,2007.0,2.0,386.0,Truck,12880.0,IVECO,General Cartage,96052.4,365,11.472659565800289
0,1202,650000.0,7974.0,2009.0,2.0,10.0,Pick-up,4164.0,TOYOTA,Own Goods,11783.41,364,9.374532750476785
0,1202,650000.0,7980.9,2009.0,2.0,10.0,Pick-up,4164.0,TOYOTA,Own Goods,238169.94,364,12.380743930140197
0,1202,1200000.0,13475.39,2010.0,2.0,10.0,Pick-up,4164.0,TOYOTA,Own Goods,245955.33,364,12.412909278830698
0,1202,650000.0,7980.9,2010.0,2.0,10.0,Pick-up,4164.0,TOYOTA,Own Goods,3874.05,364,8.262313844930008
0,1202,450000.0,8370.81,2006.0,11.0,0.0,Bus,2986.0,TOYOTA,Own service,13504.02,365,9.510816747158607
1,1202,300000.0,6047.84,2002.0,1.0,156.0,Truck,13798.0,IVECO,General Cartage,222939.53,364,12.31466033326204
0,1202,300000.0,6347.73,2007.0,30.0,0.0,Bus,390.0,HYUNDAI,Own service,60000.0,364,11.002116507732017
0,1202,300000.0,5885.85,2007.0,30.0,0.0,Bus,390.0,HYUNDAI,Own service,26306.87,365,10.17762341294636
0,1202,350000.0,6883.25,2007.0,30.0,0.0,Bus,390.0,HYUNDAI,Own service,24821.17,364,10.119492484429207
0,1202,300000.0,5533.85,2007.0,25.0,0.0,Bus,3907.0,HYUNDAI,Own service,66000.0,364,11.097425172408931
0,1202,300000.0,6259.65,2007.0,30.0,0.0,Bus,2500.0,HYUNDAI,Own service,18850.0,364,9.844321241866913
0,1202,485857.44,6180.99,2007.0,4.0,6.0,Pick-up,2488.0,NISSAN,Own Goods,92000.0,364,11.429554725537322
0,1202,229047.0,3827.73,2001.0,11.0,11.0,Bus,2466.0,TOYOTA,Own service,5750.0,364,8.657129031713755
0,1202,229047.0,3827.73,2001.0,11.0,11.0,Bus,2466.0,TOYOTA,Own service,12650.0,364,9.44549154241467
0,1202,1200000.0,13514.85,2002.0,6.0,6.0,Special construction,2779.0,INTERNATIONAL USE,Own service,30183.7,364,10.315090452469857
0,1202,750000.0,9096.6,2007.0,2.0,10.0,Pick-up,4164.0,TOYOTA,Own Goods,60526.0,364,11.010844825456925
0,1202,750000.0,9096.6,2007.0,2.0,10.0,Pick-up,4164.0,TOYOTA,Own Goods,12154.27,364,9.405518099584553
0,1202,750000.0,9103.5,2007.0,2.0,10.0,Pick-up,4164.0,TOYOTA,Own Goods,11300.99,365,9.332734095390247
0,1202,550000.0,6858.3,2004.0,2.0,7.0,Pick-up,4164.0,TOYOTA,Own Goods,17341.83,364,9.760934443476861
0,1202,600000.0,7120.57,2007.0,4.0,6.0,Pick-up,3000.0,TOYOTA,Own Goods,9512.92,364,9.160511268295952
0,1202,450000.0,5735.7,2007.0,4.0,6.0,Pick-up,3000.0,TOYOTA,Own Goods,800.0,365,6.68586094706836
0,1202,1500000.0,17570.75,2010.0,4.0,7.0,Pick-up,2494.0,TOYOTA,Own Goods,146900.0,365,11.897514169490739
0,1202,504618.67,15769.03,2008.0,60.0,60.0,Bus,8071.0,DAEWOO,Own service,15000.0,364,9.61587214452889
0,1202,231304.35,4700.59,2007.0,11.0,0.0,Bus,2006.0,TOYOTA,Own service,19000.0,364,9.852246888342531
0,1202,517466.0,9535.63,2002.0,44.0,44.0,Bus,5861.0,IVECO,Own service,40421.4,364,10.607139365741158
0,1201,587107.23,6752.66,2000.0,4.0,0.0,Station Wagones,4164.0,TOYOTA,Private,8625.0,364,9.062536177207788
0,1202,2500000.0,69952.98,2011.0,44.0,0.0,Bus,8071.0,DAEWOO,Fare Paying Passengers,15000.0,365,9.61587214452889
0,1202,1524701.98,39549.01,2011.0,44.0,0.0,Bus,8071.0,DAEWOO,Fare Paying Passengers,10214.3,364,9.231641875396098
0,1202,2500000.0,69952.98,2011.0,44.0,0.0,Bus,8071.0,DAEWOO,Fare Paying Passengers,1264.85,365,7.143499112272085
0,1202,1524701.98,39549.01,2011.0,44.0,0.0,Bus,8071.0,DAEWOO,Fare Paying Passengers,34002.38,364,10.434215210421982
0,1202,2500000.0,76476.75,2011.0,44.0,0.0,Bus,8071.0,DAEWOO,Fare Paying Passengers,43300.0,364,10.675931008412125
0,1202,350000.0,5175.55,2007.0,15.0,0.0,Bus,3000.0,TOYOTA,Own service,15927.5,365,9.67586523651201
0,1201,500000.0,6261.05,2008.0,4.0,0.0,Automobile,1597.0,NISSAN,Private,30734.9,365,10.33318663148925
0,1201,500000.0,6263.05,2008.0,4.0,0.0,Automobile,1597.0,NISSAN,Private,20355.0,364,9.921130987708723
0,1201,500000.0,6261.05,2008.0,4.0,0.0,Automobile,1597.0,NISSAN,Private,59984.0,364,11.001849809949029
0,1201,500000.0,6261.05,2008.0,4.0,0.0,Automobile,1597.0,NISSAN,Private,57400.0,364,10.957817003758691
0,1201,500000.0,6263.05,2008.0,4.0,0.0,Automobile,1597.0,NISSAN,Private,41350.0,364,10.62985188395627
0,1202,400000.0,4973.71,2000.0,4.0,7.0,Pick-up,2900.0,MITSUBISHI,Own Goods,32800.0,365,10.39821428171237
0,1202,1600000.0,15618.92,2006.0,1.0,145.0,Truck,2996.0,DAEWOO,Own Goods,34305.21,364,10.443081666329219
0,1202,800000.0,16275.42,2007.0,8.0,0.0,Station Wagones,4169.0,NISSAN,Private,8000.0,364,8.987321812850125
1,1201,1193226.5,7845.96,2005.0,6.0,0.0,Station Wagones,4164.0,TOYOTA,Private,84700.0,365,11.346882686945893
0,1201,1200000.0,14385.45,2002.0,8.0,0.0,Station Wagones,4169.0,TOYOTA,Private,44300.0,364,10.698762529141884
0,1201,1200000.0,14385.45,2002.0,8.0,0.0,Station Wagones,4169.0,TOYOTA,Private,20125.0,365,9.909767790493278
0,1201,750000.0,3854.26,2001.0,5.0,0.0,Automobile,2398.0,MERCEEDICE,Private,83303.12,364,11.330253286715752
0,1202,450000.0,4765.82,2004.0,2.0,30.0,Truck,4334.0,ISUZU,Own Goods,7877.5,364,8.9718928094021
0,1202,450000.0,4360.32,2004.0,2.0,30.0,Truck,4334.0,ISUZU,Own Goods,140420.16,365,11.85240147146861
0,1202,310000.0,3943.58,2004.0,2.0,30.0,Truck,4334.0,ISUZU,Own Goods,10816.25,364,9.28889736113173
0,1202,450000.0,6503.34,2002.0,2.0,10.0,Pick-up,2985.0,TOYOTA,Own Goods,21084.22,364,9.956327600084016
0,1202,450000.0,5616.9,2002.0,2.0,10.0,Pick-up,2985.0,TOYOTA,Own Goods,44994.6,365,10.71431998619412
0,1202,450000.0,4306.46,2002.0,2.0,10.0,Pick-up,2985.0,TOYOTA,Own Goods,15419.78,365,9.643471229495598
0,1202,525000.0,5590.31,2008.0,2.0,30.0,Truck,2999.0,ISUZU,Own Goods,64510.0,365,11.07459103087878
0,1202,2500000.0,50354.04,2011.0,44.0,0.0,Bus,8071.0,DAEWOO,Fare Paying Passengers,30644.52,364,10.33024176428623
0,1202,1524701.98,39549.01,2011.0,44.0,0.0,Bus,8071.0,DAEWOO,Fare Paying Passengers,55727.06,364,10.928239069263256
2,1201,200000.0,2879.48,2005.0,4.0,0.0,Automobile,1000.0,TOYOTA,Private,9027.5,365,9.108141519655936
0,1202,370000.0,4619.1,2010.0,4.0,10.0,Pick-up,1997.0,MITSUBISHI,Own Goods,114140.64,355,11.645195412307084
0,1202,950000.0,12830.75,2010.0,25.0,25.0,Bus,4214.0,TOYOTA,Own service,9000.0,364,9.105090961257085
0,1202,950000.0,14014.45,2010.0,25.0,25.0,Bus,4214.0,TOYOTA,Own service,8000.0,364,8.987321812850125
0,1202,950000.0,14014.45,2010.0,25.0,25.0,Bus,4214.0,TOYOTA,Own service,7500.0,364,8.922791623969637
0,1202,950000.0,12830.75,2010.0,25.0,25.0,Bus,4214.0,TOYOTA,Own service,26612.84,365,10.189186660212167
0,1201,500000.0,6261.05,2008.0,4.0,0.0,Automobile,1597.0,NISSAN,Private,31050.0,364,10.343386292962181
0,1201,1000000.0,12161.6,2000.0,9.0,0.0,Station Wagones,4164.0,TOYOTA,Private,2400.0,364,7.783640596221253
0,1201,2400000.0,27800.25,2010.0,5.0,0.0,Station Wagones,4164.0,TOYOTA,Private,15036.96,364,9.618332950006252
0,1201,1500000.0,17758.25,2010.0,8.0,0.0,Station Wagones,4164.0,TOYOTA,Private,41499.14,364,10.633452079707075
0,1202,100000.0,3082.1,2006.0,4.0,6.0,Pick-up,2986.0,TOYOTA,Own Goods,22200.0,364,10.007892611890918
0,1202,690000.0,6066.9,2007.0,4.0,7.0,Pick-up,2494.0,TOYOTA,Own Goods,8970.0,364,9.101752431559284
0,1202,690000.0,5245.76,2007.0,4.0,7.0,Pick-up,2494.0,TOYOTA,Own Goods,14600.0,364,9.588845298501564
0,1202,397391.3,5274.52,2010.0,2.0,37.0,Truck,3907.0,KIA,Own Goods,15725.0,364,9.663070672551461
0,1202,2300000.0,42718.96,2009.0,48.0,48.0,Bus,11960.0,SKY BUS,Fare Paying Passengers,87703.88,365,11.381732821053925
0,1202,650000.0,7653.16,2005.0,4.0,7.0,Pick-up,2739.0,TOYOTA,Own Goods,190325.0,364,12.156493670331107
0,1202,650000.0,8024.9,2005.0,4.0,7.0,Pick-up,2739.0,TOYOTA,Own Goods,20000.0,364,9.90353755128617
0,1202,675000.0,8305.55,2005.0,4.0,7.0,Pick-up,2477.0,LANDROVER,Own Goods,2700.0,364,7.901377353792616
0,1201,440000.0,5765.69,2004.0,4.0,0.0,Station Wagones,4164.0,TOYOTA,Private,46030.0,365,10.737070361537285
0,1202,1200000.0,14199.2,2010.0,4.0,7.0,Pick-up,2936.0,TOYOTA,Own Goods,23600.0,365,10.069044362997353
0,1202,600000.0,8905.81,2008.0,11.0,0.0,Bus,2983.0,NISSAN,Own service,224588.8,364,12.322030906185773
0,1202,477163.22,6603.08,2008.0,11.0,0.0,Bus,2953.0,NISSAN,Own service,182900.0,364,12.116700301832573
0,1202,1000000.0,14783.55,2006.0,2.0,200.0,Truck,12503.0,NISSAN,Own Goods,15922.2,364,9.675532444224697
0,1202,1100000.0,16692.65,2006.0,2.0,0.0,Truck,12653.0,NISSAN,Own Goods,169250.0,364,12.039138099176565
0,1202,1100000.0,16075.0,2006.0,2.0,0.0,Truck,12653.0,NISSAN,Own Goods,48400.0,364,10.78727575364831
0,1202,397751.84,6081.85,2006.0,4.0,10.0,Pick-up,3153.0,NISSAN,Own Goods,30522.75,364,10.32626034809948
0,1202,397751.84,5858.52,2006.0,4.0,10.0,Pick-up,3153.0,NISSAN,Own Goods,44198.34,364,10.696465135827607
0,1202,300000.0,4596.1,2005.0,4.0,7.0,Pick-up,2800.0,TOYOTA,Own Goods,17552.05,365,9.772983002968212
0,1202,300000.0,4259.2,2005.0,4.0,10.0,Pick-up,2800.0,TOYOTA,Own Goods,140694.42,364,11.854352691044594
0,1202,700000.0,10909.2,2005.0,1.0,0.0,Truck,11051.0,DAEWOO,Own Goods,125555.4,364,11.740510338993403
0,1202,700000.0,11302.25,2005.0,1.0,0.0,Truck,11057.0,DAEWOO,Own Goods,3008.0,364,8.009363076630045
0,1201,600000.0,7383.65,2010.0,4.0,0.0,Automobile,1600.0,HYUNDAI,Private,102470.0,365,11.537335110699985
2,1201,300000.0,3212.11,2003.0,4.0,0.0,Automobile,1299.0,TOYOTA,Private,78241.24,365,11.267564934155724
0,1202,274000.0,1169.93,2000.0,4.0,4.2,Pick-up,2779.0,TOYOTA,Own Goods,1000.0,364,6.90875477931522
1,1201,304727.15,3534.72,2002.0,4.0,0.0,Automobile,2493.0,SUZUKI,Private,180204.23,364,12.101851647042643
1,1202,2900000.0,27276.33,2010.0,1.0,155.0,Truck,12880.0,IVECO,General Cartage,70500.0,364,11.163382173096926
2,1201,450000.0,3656.84,2008.0,4.0,0.0,Automobile,1295.0,TOYOTA,Private,16420.0,364,9.706316282491837
0,1202,168501.9,6182.04,2007.0,1.0,30.0,Truck,3568.0,HYUNDAI,Own Goods,48449.28,364,10.78829339645598
0,1202,300000.0,4596.1,2005.0,4.0,7.8,Pick-up,2800.0,TOYOTA,Own Goods,15300.0,365,9.635673464721814
1,1202,3000000.0,33139.02,2009.0,1.0,153.0,Truck,12800.0,IVECO,General Cartage,560.0,364,6.329720905522696
0,1202,235000.0,2537.393,2002.0,4.0,7.0,Pick-up,1997.0,MITSUBISHI,Own Goods,4600.0,348,8.434028950155469
0,1202,800000.0,11359.75,2009.0,4.0,7.0,Pick-up,2986.0,TOYOTA,Own Goods,155105.25,364,11.951865644935594
0,1202,900000.0,10825.15,2009.0,4.0,7.0,Pick-up,2494.0,TOYOTA,Own Goods,32200.0,364,10.379752786950895
0,1201,3884000.0,42884.65,2011.0,6.0,0.0,Station Wagones,4461.0,TOYOTA,Private,19550.0,364,9.88078171500049
0,1201,3884000.0,37287.73,2011.0,6.0,0.0,Station Wagones,4461.0,TOYOTA,Private,42008.43,364,10.645649395873331
0,1201,774191.47,10066.07,2010.0,8.0,0.0,Station Wagones,4164.0,TOYOTA,Private,22700.0,364,10.030164255362632
0,1201,801466.9,8155.91,2010.0,8.0,0.0,Station Wagones,4164.0,TOYOTA,Private,18400.0,365,9.820160289946374
0,1201,790591.66,8530.33,2010.0,8.0,0.0,Station Wagones,4164.0,TOYOTA,Private,112214.8,364,11.628179082120882
0,1201,600000.0,8945.69,2010.0,4.0,0.0,Station Wagones,1299.0,TOYOTA,Private,69000.0,364,11.141876276228
0,1201,1200000.0,14385.45,2004.0,8.0,0.0,Station Wagones,4164.0,TOYOTA,Private,14800.0,364,9.60245002503719
0,1201,1200000.0,14385.45,2004.0,8.0,0.0,Station Wagones,4164.0,TOYOTA,Private,51750.0,365,10.854199034612414
1,1202,2300000.0,28785.91,2007.0,1.0,158.0,Truck,12800.0,IVECO,General Cartage,168452.82,365,12.034416925929902
0,1202,324103.13,4539.08,2001.0,4.0,7.0,Pick-up,3200.0,FORD,Own Goods,27280.0,365,10.213945768177046
0,1202,1100000.0,16692.65,2005.0,1.0,0.0,Truck,11057.0,DAEWOO,Own Goods,20761.7,364,9.94091338662651
0,1202,1100000.0,16692.65,2005.0,1.0,0.0,Truck,11051.0,DAEWOO,Own Goods,36398.83,364,10.502319383284256
0,1202,700000.0,10123.1,2005.0,1.0,0.0,Truck,11051.0,DAEWOO,Own Goods,12092.0,364,9.400382051785275
0,1202,1100000.0,16075.0,2005.0,1.0,0.0,Truck,11057.0,DAEWOO,Own Goods,45771.5,364,10.73143875308676
0,1201,550000.0,6822.35,2008.0,4.0,0.0,Automobile,1299.0,TOYOTA,Private,24309.99,365,10.098683790462871
1,1202,2481000.0,30371.52,2010.0,1.0,158.0,Truck,12880.0,IVECO,General Cartage,24765.7,365,10.117255287931854
1,1202,2428000.0,26999.18,2010.0,1.0,149.8,Truck,12880.0,TRAKKER,General Cartage,33538.0,365,10.420464219786625
0,1202,1584004.3,20277.49,2010.0,4.0,6.0,Pick-up,2494.0,TOYOTA,Own Goods,93532.6,365,11.446076009011824
0,1202,925000.0,11110.8,2008.0,4.0,4.0,Pick-up,2986.0,TOYOTA,Own Goods,11600.0,364,9.358846580275406
0,1202,402157.29,6740.6,2006.0,4.0,10.0,Pick-up,2892.0,FORD,Own Goods,2264.36,364,7.725488965684799
0,1202,402157.29,5737.46,2006.0,4.0,10.0,Pick-up,2892.0,FORD,Own Goods,23304.34,365,10.056437797844382
1,1202,2800000.0,23876.42,2010.0,1.0,155.0,Truck,12800.0,IVECO,General Cartage,100540.92,364,11.518330033941089
0,1202,1300000.0,9274.7,2010.0,4.0,6.0,Pick-up,2494.0,TOYOTA,Own Goods,20000.0,364,9.90353755128617
0,1202,750000.0,6096.61,2009.0,4.0,7.0,Pick-up,2494.0,TOYOTA,Own Goods,13050.0,364,9.476620038167528
0,1201,1408095.51,16721.53,2008.0,8.0,0.0,Automobile,4461.0,TOYOTA,Private,13065.76,364,9.477826879942077
0,1201,1408095.51,18481.02,2008.0,8.0,0.0,Automobile,4461.0,TOYOTA,Private,59843.48,365,10.999504476156178
0,1202,840000.0,10052.48,2008.0,4.0,7.0,Pick-up,2835.0,MITSUBISHI,Own Goods,28487.65,364,10.257261041321863
0,1202,722037.02,13517.35,2008.0,4.0,6.0,Pick-up,3153.0,NISSAN,Own Goods,28170.5,364,10.246066107589101
0,1202,722037.02,11107.59,2008.0,4.0,7.0,Pick-up,3153.0,NISSAN,Own Goods,21285.0,364,9.96580485860099
0,1202,598200.0,7344.73,2008.0,1.0,10.0,Pick-up,4169.0,NISSAN,Own Goods,16212.0,364,9.69356866855007
0,1202,598200.0,10219.6,2003.0,1.0,10.0,Pick-up,4169.0,NISSAN,Own Goods,28371.56,365,10.253177759896822
0,1202,320000.0,3308.36,2003.0,4.0,6.0,Pick-up,2779.0,TOYOTA,Own Goods,15295.0,364,9.635346635291183
0,1202,2255608.54,16312.83,2012.0,1.0,10.0,Pick-up,4164.0,TOYOTA,Own Goods,4485.0,364,8.408716715080153
0,1202,128381.9,2642.69,2007.0,4.0,7.6,Pick-up,2835.0,MITSUBISHI,Own Goods,1009.0,365,6.917705609835305
2,1201,450000.0,6585.3,2007.0,4.0,0.0,Automobile,1298.0,TOYOTA,Private,15500.0,364,9.648659816955295
0,1202,1800000.0,25614.67,2010.0,4.0,6.0,Pick-up,2494.0,TOYOTA,Own Goods,17391.3,364,9.763782858522251
0,1201,2000000.0,23100.05,2008.0,4.0,0.0,Station Wagones,9.0,LANDROVER,Private,6956.52,364,8.847578367991675
0,1201,2000000.0,23108.05,2008.0,8.0,0.0,Station Wagones,4461.0,TOYOTA,Private,279000.0,364,12.53897064502647
0,1202,200000.0,2972.75,2004.0,4.0,7.5,Pick-up,2896.0,FORD,Own Goods,4255.0,364,8.35608503102148
0,1202,856521.74,6978.1,2009.0,4.0,6.0,Pick-up,2499.0,MAZDA,Own Goods,11000.0,364,9.305741456739435
0,1202,856521.74,6978.1,2009.0,4.0,6.0,Pick-up,2500.0,MAZDA,Own Goods,30000.0,364,10.308985993422082
0,1202,856521.74,7277.3,2009.0,4.0,6.0,Pick-up,2500.0,MAZDA,Own Goods,21850.0,365,9.992001966066868
0,1202,856521.74,7277.3,2009.0,4.0,6.0,Pick-up,2500.0,MAZDA,Own Goods,14950.0,365,9.612533466213927
0,1202,2633626.19,62720.275,2010.0,7.0,7.0,Station Wagones,4461.0,TOYOTA,Car Hires,44360.2,364,10.700120492496076
0,1202,879000.0,11140.04,2009.0,2.0,0.0,Truck,8226.0,ISUZU,Own Goods,66200.0,364,11.10045084755119
0,1201,600000.0,6705.96,2004.0,8.0,0.0,Station Wagones,4264.0,TOYOTA,Private,2120.0,364,7.659642954564682
0,1201,600000.0,6705.96,2004.0,8.0,0.0,Station Wagones,4264.0,TOYOTA,Private,7800.0,365,8.962007209588313
0,1201,600000.0,6705.96,2004.0,8.0,0.0,Station Wagones,4264.0,TOYOTA,Private,73500.0,364,11.205054290550551
0,1202,879000.0,9279.39,2009.0,2.0,0.0,Truck,8226.0,ISUZU,Own Goods,58580.0,365,10.978165690908607
0,1201,250000.0,3307.55,2001.0,4.0,0.0,Automobile,1299.0,MITSUBISHI,Private,53091.66,364,10.879793967920238
0,1201,250000.0,3459.55,2001.0,4.0,0.0,Automobile,1299.0,MITSUBISHI,Private,17250.0,364,9.755625391793744
0,1202,175000.0,4085.58,2007.0,2.0,65.0,Truck,3783.0,TATA,Own Goods,7500.0,365,8.922791623969637
0,1202,322500.0,4094.47,2000.0,1.0,10.0,Pick-up,2500.0,ISUZU,Own Goods,17537.5,364,9.772153743455092
0,1202,322500.0,4282.39,2000.0,1.0,10.0,Pick-up,2500.0,ISUZU,Own Goods,27715.0,364,10.229765142747272
0,1201,374228.4,5410.63,2008.0,6.0,0.0,Station Wagones,2986.0,TOYOTA,Private,11400.0,364,9.34145634983372
0,1201,374228.4,4570.61,2008.0,6.0,0.0,Station Wagones,2986.0,TOYOTA,Private,18975.0,364,9.850930301797453
0,1201,2500000.0,21748.44,2009.0,4.0,0.0,Station Wagones,4197.0,LANDROVER,Private,60225.03,364,11.005859929868997
0,1202,500000.0,3406.94,2004.0,4.0,10.0,Pick-up,2900.0,TOYOTA,Own Goods,34600.0,364,10.451637862362272
0,1202,350000.0,4380.94,2000.0,4.0,7.9,Pick-up,1595.0,MITSUBISHI,Own Goods,17083.71,364,9.745939190451573
0,1202,160000.0,2250.83,2000.0,4.0,7.9,Pick-up,1595.0,MITSUBISHI,Own Goods,702.0,364,6.555356891810665
0,1202,350000.0,7550.34,2004.0,2.0,271.0,Truck,2607.0,HYUNDAI,Own Goods,27600.0,364,10.225607282932941
0,1202,147542.54,5181.26,2004.0,2.0,271.0,Truck,2607.0,HYUNDAI,Own Goods,6200.0,364,8.732465848349879
0,1202,147542.54,5628.84,2004.0,2.0,271.0,Truck,2607.0,HYUNDAI,Own Goods,86974.8,364,11.373385198023257
0,1202,203759.06,3049.74,2001.0,4.0,6.0,Pick-up,2499.0,ISUZU,Own Goods,35836.29,364,10.48674425039071
0,1202,450000.0,5558.54,2005.0,4.0,6.0,Pick-up,2835.0,MITSUBISHI,Own Goods,5750.0,364,8.657129031713755
0,1202,600000.0,9928.89,2009.0,2.0,35.0,Truck,4570.0,ISUZU,Own Goods,13200.0,364,9.488047863280759
0,1202,600000.0,6887.69,2009.0,2.0,35.0,Truck,4570.0,ISUZU,Own Goods,13600.0,365,9.517898598432753
0,1202,350000.0,3311.09,2004.0,4.0,10.0,Pick-up,2779.0,TOYOTA,Own Goods,7800.0,364,8.962007209588313
0,1202,739969.0,7172.32,2006.0,1.0,94.2,Truck,6177.0,RENAULT,Own Goods,19775.0,364,9.892224360257417
0,1202,305850.52,3532.84,2003.0,4.0,6.0,Pick-up,2779.0,TOYOTA,Own Goods,13656.0,364,9.522007489678424
0,1201,800000.0,9335.55,2009.0,8.0,0.0,Automobile,2985.0,TOYOTA,Private,178165.0,364,12.090470978957347
0,1201,800000.0,10802.75,2009.0,8.0,0.0,Automobile,2985.0,TOYOTA,Private,23875.17,364,10.080636169383816
0,1201,450000.0,6260.45,2010.0,4.0,0.0,Automobile,1299.0,TOYOTA,Private,92697.64,365,11.437109080464666
0,1201,450000.0,6260.45,2010.0,4.0,0.0,Automobile,1299.0,TOYOTA,Private,8950.0,364,9.099520536870939
0,1202,175614.21,3107.9,2001.0,6.0,6.0,Bus,796.0,DAWOO,Own service,10434.78,365,9.252995565160516
0,1202,650000.0,8018.65,2010.0,4.0,7.0,Pick-up,1997.0,MITSUBISHI,Own Goods,56900.0,364,10.949068194652432
0,1201,585000.0,4102.91,2001.0,7.0,0.0,Station Wagones,4169.0,NISSAN,Private,15180.0,364,9.627799924932715
0,1202,400000.0,6565.45,2010.0,11.0,0.0,Bus,2446.0,TOYOTA,Own service,16699.98,364,9.723222679317818
0,1202,400000.0,4976.95,2001.0,4.0,7.0,Pick-up,2477.0,MITSUBISHI,Own Goods,3043.47,364,8.021082109165295
0,1202,600000.0,7459.75,2010.0,4.0,7.0,Pick-up,3153.0,NISSAN,Own Goods,45433.34,364,10.724023485777655
0,1202,370000.0,4749.75,2008.0,2.0,32.6,Truck,3907.0,HYUNDAI,Own Goods,18120.0,364,9.804826765712157
0,1202,497700.08,11303.14,2008.0,11.0,0.0,Bus,2953.0,NISSAN,Own service,3450.0,364,8.146419323098003
0,1202,497700.08,10149.58,2008.0,11.0,0.0,Bus,2953.0,NISSAN,Own service,3733.88,365,8.22547096853673
0,1201,1500000.0,17758.25,2006.0,8.0,0.0,Station Wagones,4164.0,TOYOTA,Private,11500.0,364,9.350189267092581
0,1201,1500000.0,17753.25,2006.0,8.0,0.0,Station Wagones,4164.0,TOYOTA,Private,6900.0,364,8.839421607620602
0,1201,900000.0,13573.22,2008.0,4.0,0.0,Automobile,1597.0,NISSAN,Private,6000.0,364,8.699681400989514
